order,duration,onset,object_id,vibrance
,0.041666666666666664,0.0,0,0.0
,0.041666666666666664,0.041666666666666664,0,0.0
,0.04166666666666667,0.08333333333333333,0,0.0
,0.04166666666666666,0.125,0,0.0
,0.041666666666666685,0.16666666666666666,0,0.0
,0.04166666666666666,0.20833333333333331,0,0.0
,0.041666666666666685,0.25,0,0.0
,0.04166666666666663,0.29166666666666663,0,0.0
,0.041666666666666685,0.3333333333333333,0,0.0
,0.041666666666666685,0.375,0,0.0
,0.04166666666666663,0.41666666666666663,0,0.0
,0.041666666666666685,0.4583333333333333,0,0.0
,0.04166666666666663,0.5,0,0.0
,0.04166666666666674,0.5416666666666666,0,0.0
,0.04166666666666663,0.5833333333333333,0,0.0
,0.04166666666666663,0.625,0,0.0
,0.04166666666666674,0.6666666666666666,0,0.0
,0.04166666666666663,0.7083333333333333,0,0.0
,0.04166666666666663,0.75,0,0.0
,0.04166666666666674,0.7916666666666666,0,0.0
,0.04166666666666663,0.8333333333333333,0,0.0
,0.04166666666666663,0.875,0,0.0
,0.04166666666666674,0.9166666666666666,0,0.0
,0.04166666666666663,0.9583333333333333,0,0.0
,0.04166666666666674,1.0,0,0.0
,0.04166666666666652,1.0416666666666665,0,0.0
,0.04166666666666674,1.0833333333333333,0,0.0
,0.04166666666666674,1.125,0,0.0
,0.04166666666666652,1.1666666666666665,0,0.0
,0.04166666666666674,1.2083333333333333,0,0.0
,0.04166666666666674,1.25,0,0.0
,0.04166666666666652,1.2916666666666665,0,0.0
,0.04166666666666674,1.3333333333333333,0,0.0
,0.04166666666666674,1.375,0,0.0
,0.04166666666666652,1.4166666666666665,0,0.0
,0.04166666666666674,1.4583333333333333,0,0.0
,0.04166666666666674,1.5,0,0.0
,0.04166666666666652,1.5416666666666665,0,0.0
,0.04166666666666674,1.5833333333333333,0,0.0
,0.04166666666666674,1.625,0,0.0
,0.04166666666666652,1.6666666666666665,0,0.0
,0.04166666666666674,1.7083333333333333,0,0.0
,0.04166666666666674,1.75,0,0.0
,0.04166666666666652,1.7916666666666665,0,0.0
,0.04166666666666674,1.8333333333333333,0,0.0
,0.04166666666666674,1.875,0,0.0
,0.04166666666666652,1.9166666666666665,0,0.0
,0.04166666666666674,1.9583333333333333,0,0.0
,0.04166666666666652,2.0,0,0.0
,0.04166666666666696,2.0416666666666665,0,0.0
,0.04166666666666652,2.083333333333333,0,0.0
,0.04166666666666652,2.125,0,0.0
,0.04166666666666696,2.1666666666666665,0,0.0
,0.04166666666666652,2.208333333333333,0,0.0
,0.04166666666666652,2.25,0,0.0
,0.04166666666666696,2.2916666666666665,0,0.0
